review_id,title,year,journal,n_studies,population,intervention,comparator,outcome,effect_size,ci_lower,ci_upper,quality_rating,database_source
SR05247,Enter but look usually care.,2023,BMJ,12,Diabetics,behavioral therapy,placebo,infection rate,1.63,1.35,1.77,High,Ovid
SR05248,Democratic sea improve happen approach.,2021,Nature,68,Diabetics,mRNA vaccine,no therapy,mortality,1.92,1.81,2.08,High,Ovid
SR05249,Special decide because sure.,2017,BMJ,26,Pregnant women,carbapenem,none,hospitalization,1.29,1.02,1.35,High,Ovid
SR05250,Improve executive series before.,2000,JAMA,87,Elderly,ACE inhibitors,no therapy,symptom reduction,1.01,0.87,1.24,High,PubMed
SR05251,Sit director return live.,2005,BMJ,42,Elderly,mRNA vaccine,low dose,weight loss,0.73,0.61,0.94,Critically Low,Ovid
SR05252,Artist vote speech whether condition.,2010,Lancet,49,Smokers,metformin,none,mortality,1.5,1.39,1.79,High,LOVE
SR05253,Evening figure director likely half.,2016,Nature,68,Smokers,ACE inhibitors,low dose,weight loss,0.89,0.75,1.11,Low,PubMed
SR05254,Away throughout join peace into program color.,2013,Science,60,Children,ACE inhibitors,no therapy,symptom reduction,0.66,0.38,0.91,Critically Low,PubMed
SR05255,Wall position rock owner bed.,2016,NEJM,58,ICU patients,carbapenem,none,symptom reduction,1.07,0.88,1.33,Critically Low,PubMed
SR05256,Great system two air good.,2016,Science,22,ICU patients,ACE inhibitors,placebo,hospitalization,0.56,0.37,0.61,High,PubMed
SR05257,Something option way source hair second allow.,2016,Nature,21,Elderly,metformin,placebo,weight loss,0.94,0.65,1.06,High,Scopus
SR05258,Rich billion will somebody better sense there.,2004,Lancet,40,Elderly,carbapenem,low dose,mortality,1.82,1.61,2.05,High,Ovid
SR05259,Would building her pay class however court.,2002,Science,57,Elderly,placebo,placebo,symptom reduction,1.46,1.16,1.66,Critically Low,Web of Science
SR05260,Move past people responsibility.,2024,BMJ,21,Diabetics,carbapenem,standard care,hospitalization,1.21,1.01,1.45,Critically Low,Cochrane
SR05261,Second air wrong field.,2012,BMJ,25,Children,behavioral therapy,low dose,infection rate,1.45,1.35,1.53,Moderate,Embase
SR05262,Wonder stop such organization.,2003,Science,87,Pregnant women,mRNA vaccine,standard care,infection rate,1.17,0.91,1.45,Moderate,Embase
SR05263,Visit everything street might box compare right.,2005,JAMA,69,ICU patients,ACE inhibitors,placebo,smoking cessation,0.83,0.6,0.98,Low,Web of Science
SR05264,Start away drive paper.,2016,NEJM,74,Diabetics,placebo,low dose,mortality,1.72,1.62,2.0,Moderate,Embase
SR05265,Wall because sing page.,2006,BMJ,32,Diabetics,metformin,cephalosporin,infection rate,1.8,1.62,2.05,Moderate,Embase
SR05266,Learn seek note week including.,2020,Lancet,72,Pregnant women,metformin,none,symptom reduction,1.62,1.33,1.82,Moderate,Embase
SR05267,Together help glass place senior soldier.,2014,Nature,10,Smokers,behavioral therapy,none,hospitalization,1.42,1.21,1.65,High,PubMed
SR05268,Building tonight treatment career address century hotel.,2014,JAMA,100,Diabetics,ACE inhibitors,standard care,mortality,1.24,0.95,1.53,Moderate,PubMed
SR05269,Mr range everything which important.,2007,Lancet,100,ICU patients,mRNA vaccine,cephalosporin,infection rate,1.57,1.45,1.67,High,Scopus
SR05270,After draw safe type evidence history nature.,2001,PLOS ONE,89,Smokers,statins,none,smoking cessation,1.1,0.97,1.26,High,Embase
SR05271,Week himself agreement south.,2003,PLOS ONE,31,Smokers,metformin,cephalosporin,hospitalization,1.77,1.58,2.06,Low,Ovid
SR05272,Tax cost long enough conference.,2021,NEJM,32,Pregnant women,ACE inhibitors,low dose,infection rate,1.46,1.3,1.61,Low,LOVE
SR05273,Network hand name art large whom.,2004,Science,58,Elderly,behavioral therapy,cephalosporin,weight loss,0.57,0.38,0.7,Critically Low,Scopus
SR05274,Reveal fill ball.,2016,Nature,24,Pregnant women,mRNA vaccine,placebo,smoking cessation,1.47,1.41,1.52,Low,Web of Science
SR05275,Set fast name race perform much.,2016,JAMA,96,Diabetics,behavioral therapy,placebo,smoking cessation,0.5,0.37,0.61,Moderate,LOVE
SR05276,Visit same player director attention.,2012,Nature,28,Children,statins,low dose,symptom reduction,1.92,1.66,2.08,Low,PubMed
SR05277,Truth happen official marriage Mr contain ok.,2024,BMJ,23,Smokers,carbapenem,placebo,hospitalization,0.76,0.58,0.93,Critically Low,Embase
SR05278,Magazine administration art least stand loss.,2006,BMJ,85,Pregnant women,mRNA vaccine,low dose,symptom reduction,1.18,1.07,1.4,Critically Low,LOVE
SR05279,Draw adult decide short.,2011,PLOS ONE,22,Children,behavioral therapy,no therapy,mortality,1.01,0.8,1.15,Low,Scopus
SR05280,Support let grow before.,2022,NEJM,32,Children,carbapenem,placebo,infection rate,0.92,0.7,1.2,High,Scopus
SR05281,Surface record within respond tell message forward.,2008,Nature,45,ICU patients,mRNA vaccine,low dose,infection rate,0.9,0.69,1.08,Low,Embase
SR05282,Evidence report position so fine who.,2015,JAMA,88,Diabetics,behavioral therapy,placebo,infection rate,1.6,1.35,1.68,High,Cochrane
SR05283,Away campaign continue later nothing somebody.,2025,BMJ,31,Elderly,mRNA vaccine,cephalosporin,mortality,0.8,0.55,0.89,High,Cochrane
SR05284,Always four life who someone detail look.,2017,JAMA,90,ICU patients,placebo,placebo,weight loss,1.48,1.25,1.63,Critically Low,Web of Science
SR05285,Foreign already budget star near.,2000,Lancet,43,Elderly,carbapenem,placebo,symptom reduction,1.61,1.48,1.9,High,Scopus
SR05286,Radio capital none campaign key travel friend.,2012,Lancet,20,Pregnant women,metformin,placebo,infection rate,0.8,0.72,1.07,Critically Low,Cochrane
SR05287,More article among sound simply.,2000,Nature,67,ICU patients,statins,standard care,smoking cessation,1.44,1.22,1.56,Critically Low,Cochrane
SR05288,Light spring look century some.,2005,BMJ,65,Diabetics,behavioral therapy,cephalosporin,smoking cessation,1.92,1.74,2.18,Moderate,Ovid
SR05289,Save dark carry kid call.,2024,PLOS ONE,12,Diabetics,statins,cephalosporin,symptom reduction,1.56,1.3,1.72,Critically Low,LOVE
SR05290,Positive really design animal.,2010,Science,100,Adults,behavioral therapy,standard care,smoking cessation,0.76,0.63,1.03,Low,Embase
SR05291,Peace on peace early white allow practice.,2000,JAMA,88,Smokers,metformin,standard care,smoking cessation,1.71,1.66,1.88,Critically Low,Ovid
SR05292,Play usually strong institution involve food.,2025,BMJ,14,Elderly,metformin,placebo,mortality,0.85,0.64,1.11,High,Scopus
SR05293,Her him apply never structure move.,2009,Nature,10,Pregnant women,mRNA vaccine,standard care,infection rate,1.1,0.85,1.32,Critically Low,Scopus
SR05294,Mind environment town industry finally central official difference.,2018,NEJM,82,Children,ACE inhibitors,placebo,weight loss,0.59,0.4,0.79,Moderate,Embase
SR05295,Base sure fly.,2017,BMJ,57,ICU patients,statins,no therapy,mortality,1.61,1.56,1.87,High,Scopus
SR05296,Decade energy future ten spring wait down.,2011,Science,46,Children,placebo,placebo,hospitalization,1.83,1.55,2.12,Moderate,Embase
SR05297,Various share maintain sound.,2001,Nature,28,Children,statins,standard care,symptom reduction,1.54,1.26,1.63,High,Ovid
SR05298,Research adult trade.,2018,BMJ,13,Smokers,statins,standard care,smoking cessation,0.59,0.46,0.65,Critically Low,PubMed
SR05299,State occur stop.,2025,Lancet,81,Children,ACE inhibitors,placebo,weight loss,1.58,1.33,1.74,Moderate,Ovid
SR05300,With approach result specific different on discuss.,2012,PLOS ONE,31,Diabetics,behavioral therapy,standard care,smoking cessation,1.91,1.78,1.98,Low,Ovid
SR05301,Beautiful along fact thing across.,2022,Science,73,Smokers,ACE inhibitors,low dose,hospitalization,1.1,0.84,1.36,Moderate,PubMed
SR05302,Fine movie meet me.,2003,JAMA,53,Children,statins,low dose,weight loss,0.64,0.59,0.7,Critically Low,PubMed
SR05303,Offer trial foreign especially.,2014,Lancet,54,ICU patients,behavioral therapy,cephalosporin,infection rate,1.56,1.43,1.82,High,LOVE
SR05304,People fill full these time.,2017,NEJM,35,Diabetics,mRNA vaccine,placebo,mortality,1.08,0.88,1.22,Moderate,Web of Science
SR05305,Everyone collection collection industry grow forget.,2002,NEJM,65,ICU patients,carbapenem,cephalosporin,hospitalization,0.75,0.54,0.93,Critically Low,Web of Science
SR05306,Outside pick him leg.,2024,Nature,21,Diabetics,placebo,cephalosporin,smoking cessation,0.59,0.43,0.72,Low,Cochrane
SR05307,Manager share thank last.,2012,BMJ,34,ICU patients,ACE inhibitors,no therapy,smoking cessation,0.5,0.35,0.73,Low,PubMed
SR05308,Hear seek society plan school.,2007,Nature,56,Elderly,carbapenem,none,infection rate,0.6,0.47,0.81,Moderate,PubMed
SR05309,Book Democrat miss story live east approach.,2022,BMJ,19,Diabetics,carbapenem,none,symptom reduction,1.56,1.28,1.82,Moderate,Embase
SR05310,Water ready there.,2021,PLOS ONE,82,Adults,mRNA vaccine,cephalosporin,hospitalization,1.54,1.46,1.77,High,Ovid
SR05311,Adult eight next dinner prevent voice.,2011,NEJM,11,Pregnant women,ACE inhibitors,placebo,smoking cessation,1.81,1.73,2.08,Low,Web of Science
SR05312,Across hotel computer.,2025,NEJM,99,Pregnant women,ACE inhibitors,low dose,mortality,1.63,1.55,1.72,Low,Web of Science
SR05313,Mother road news money political go positive.,2001,Lancet,86,ICU patients,ACE inhibitors,placebo,hospitalization,0.95,0.86,1.03,Low,Cochrane
SR05314,Particularly herself quite indeed enjoy.,2007,Science,98,Pregnant women,mRNA vaccine,none,smoking cessation,1.06,0.88,1.31,High,Scopus
SR05315,Matter player thank free customer economy movie.,2011,JAMA,36,Diabetics,ACE inhibitors,standard care,weight loss,0.76,0.57,0.98,Critically Low,Scopus
SR05316,Want state security national.,2019,Lancet,79,Adults,statins,cephalosporin,weight loss,1.86,1.77,2.05,Moderate,LOVE
SR05317,Loss interview top court direction.,2020,JAMA,82,Diabetics,behavioral therapy,low dose,weight loss,1.78,1.5,1.92,Low,LOVE
SR05318,Only mention yourself real deal catch office.,2004,BMJ,79,Elderly,carbapenem,none,symptom reduction,0.74,0.48,0.96,High,Ovid
SR05319,Main either behavior number whom.,2022,NEJM,58,Smokers,placebo,low dose,infection rate,1.65,1.53,1.73,High,Cochrane
SR05320,Trial local figure stop evening middle response skill.,2025,Nature,89,Pregnant women,carbapenem,low dose,symptom reduction,1.79,1.72,1.98,Critically Low,PubMed
SR05321,Remain who thousand happen protect game week.,2023,BMJ,60,ICU patients,statins,none,symptom reduction,0.93,0.82,1.09,Low,PubMed
SR05322,Last draw capital meet report.,2014,NEJM,84,Elderly,behavioral therapy,placebo,smoking cessation,1.34,1.19,1.57,Moderate,Scopus
SR05323,Let race talk should add arrive above.,2007,Nature,57,Pregnant women,placebo,low dose,hospitalization,1.16,1.1,1.41,Low,PubMed
SR05324,Former professor policy indeed else window.,2013,JAMA,100,Adults,behavioral therapy,low dose,infection rate,0.95,0.71,1.02,Low,Embase
SR05325,Same future amount go pay actually first.,2012,Nature,81,Diabetics,ACE inhibitors,low dose,symptom reduction,1.98,1.7,2.18,Low,Ovid
SR05326,Ten trade key pay increase house where.,2001,Science,22,Pregnant women,ACE inhibitors,low dose,infection rate,1.75,1.58,1.93,Low,LOVE
SR05327,Executive hold parent wide where himself film.,2006,JAMA,81,Children,metformin,standard care,infection rate,1.35,1.21,1.59,Low,Web of Science
SR05328,Wear nothing budget dog laugh personal.,2016,NEJM,56,Diabetics,metformin,none,symptom reduction,0.68,0.58,0.89,Critically Low,Cochrane
SR05329,Growth its religious send.,2002,JAMA,21,ICU patients,metformin,low dose,smoking cessation,0.52,0.26,0.7,High,Ovid
SR05330,Half remember appear upon community agent.,2001,Science,13,Diabetics,behavioral therapy,low dose,smoking cessation,1.48,1.25,1.77,Critically Low,Ovid
SR05331,Trouble wide rich more total sort mission.,2017,NEJM,98,Elderly,carbapenem,none,hospitalization,1.45,1.21,1.67,High,PubMed
SR05332,Decade grow lead difference work save.,2017,Lancet,95,Diabetics,carbapenem,no therapy,smoking cessation,1.4,1.11,1.69,Low,Cochrane
SR05333,Door take common glass staff senior.,2012,BMJ,13,Diabetics,behavioral therapy,standard care,mortality,0.65,0.56,0.72,Low,LOVE
SR05334,Mr minute both time much since.,2012,BMJ,49,Pregnant women,behavioral therapy,no therapy,symptom reduction,0.74,0.67,1.02,Low,Embase
SR05335,National TV former give will cause situation.,2009,Lancet,58,Adults,placebo,none,weight loss,1.73,1.49,2.01,Low,LOVE
SR05336,Anything another finally someone.,2003,PLOS ONE,52,Pregnant women,ACE inhibitors,placebo,mortality,0.99,0.74,1.05,Critically Low,Embase
SR05337,Almost one season claim glass important.,2017,PLOS ONE,82,Smokers,statins,none,symptom reduction,0.68,0.57,0.84,Critically Low,LOVE
SR05338,Myself company new.,2013,NEJM,46,Pregnant women,mRNA vaccine,low dose,weight loss,1.33,1.28,1.58,High,Ovid
SR05339,Account box miss activity paper.,2020,NEJM,58,ICU patients,metformin,low dose,symptom reduction,1.53,1.33,1.63,High,Cochrane
SR05340,Trip knowledge article Congress note.,2024,Nature,97,Children,placebo,no therapy,weight loss,1.56,1.46,1.65,Low,PubMed
SR05341,Movement science son religious course on.,2020,BMJ,33,Diabetics,mRNA vaccine,no therapy,infection rate,0.83,0.71,0.96,Critically Low,Ovid
SR05342,Certain strong throw hit him well.,2007,Lancet,17,Children,metformin,none,mortality,1.52,1.35,1.6,Critically Low,PubMed
SR05343,History consumer still.,2025,Science,57,Diabetics,metformin,none,infection rate,1.36,1.16,1.45,High,LOVE
SR05344,Foot point voice write citizen.,2003,JAMA,54,Pregnant women,metformin,no therapy,weight loss,1.63,1.5,1.87,Critically Low,PubMed
SR05345,Him expert modern care special.,2020,Nature,44,Diabetics,ACE inhibitors,cephalosporin,hospitalization,1.77,1.64,1.85,Critically Low,PubMed
SR05346,Painting class despite though from something.,2004,NEJM,98,Pregnant women,metformin,standard care,symptom reduction,1.51,1.34,1.69,Critically Low,Ovid
SR05347,Good open trip modern.,2000,Nature,20,ICU patients,ACE inhibitors,no therapy,smoking cessation,0.75,0.61,0.93,High,Scopus
SR05348,Low laugh chance child nice stuff chair.,2025,BMJ,73,Diabetics,behavioral therapy,none,hospitalization,1.37,1.1,1.64,Low,Ovid
SR05349,Dark speech necessary should since factor.,2022,Science,40,Diabetics,placebo,low dose,weight loss,0.82,0.63,0.94,Critically Low,Ovid
SR05350,Catch film individual at level chair.,2020,Nature,37,Smokers,placebo,cephalosporin,weight loss,1.87,1.66,2.0,Low,Web of Science
SR05351,Record project government loss.,2017,BMJ,89,Smokers,mRNA vaccine,standard care,infection rate,1.93,1.88,2.2,Critically Low,LOVE
SR05352,Third behind choice rich adult oil face.,2009,JAMA,59,Pregnant women,carbapenem,standard care,infection rate,1.35,1.12,1.62,Critically Low,LOVE
SR05353,Some sound peace democratic including grow shoulder.,2003,NEJM,26,Diabetics,placebo,placebo,hospitalization,0.65,0.56,0.81,High,Embase
SR05354,Know account glass soon person toward.,2020,NEJM,98,Smokers,mRNA vaccine,low dose,infection rate,0.93,0.73,1.09,Low,Scopus
SR05355,Court environmental notice main sometimes open.,2019,Nature,22,Diabetics,placebo,none,weight loss,1.45,1.17,1.54,Moderate,Cochrane
SR05356,Prepare surface exactly right voice.,2014,JAMA,98,Adults,placebo,no therapy,weight loss,1.56,1.28,1.66,High,Cochrane
SR05357,War military cut doctor health.,2016,JAMA,18,Smokers,carbapenem,standard care,symptom reduction,1.31,1.17,1.41,Low,PubMed
SR05358,Expert him writer herself feeling least those attention.,2020,PLOS ONE,47,ICU patients,carbapenem,low dose,symptom reduction,0.87,0.72,0.93,Low,Embase
SR05359,Method already maintain close.,2015,JAMA,79,Children,mRNA vaccine,low dose,hospitalization,0.98,0.85,1.22,Critically Low,Web of Science
SR05360,National manage talk produce.,2002,Lancet,14,ICU patients,statins,none,mortality,1.01,0.75,1.09,Moderate,PubMed
SR05361,Pm star option trial page city figure.,2000,Science,21,Children,ACE inhibitors,standard care,smoking cessation,1.42,1.26,1.69,High,Ovid
SR05362,Turn option west feeling.,2020,Science,74,Pregnant women,mRNA vaccine,cephalosporin,symptom reduction,1.7,1.59,1.92,Low,Embase
SR05363,Girl money staff north country dog.,2025,PLOS ONE,36,ICU patients,behavioral therapy,no therapy,hospitalization,1.87,1.76,2.0,Critically Low,LOVE
SR05364,Moment rock seek especially law.,2020,Lancet,41,ICU patients,carbapenem,low dose,hospitalization,1.81,1.62,1.97,Critically Low,Scopus
SR05365,Rule young increase.,2025,Nature,24,Pregnant women,ACE inhibitors,standard care,weight loss,1.65,1.53,1.72,High,LOVE
SR05366,Site probably success act accept interesting.,2012,PLOS ONE,77,Adults,placebo,low dose,weight loss,0.91,0.63,1.08,Moderate,PubMed
SR05367,From policy account measure magazine four perhaps.,2016,PLOS ONE,97,Children,mRNA vaccine,none,weight loss,1.03,0.9,1.14,Moderate,Ovid
SR05368,Case management political when charge figure source.,2003,JAMA,67,Elderly,carbapenem,low dose,mortality,0.8,0.68,1.01,Critically Low,Web of Science
SR05369,Art sell central especially low service discover.,2005,PLOS ONE,55,Elderly,mRNA vaccine,no therapy,mortality,1.67,1.5,1.75,High,PubMed
SR05370,Me sister suggest.,2025,JAMA,85,Children,carbapenem,none,hospitalization,1.55,1.42,1.75,Low,PubMed
SR05371,Understand himself pattern.,2008,JAMA,29,Pregnant women,carbapenem,low dose,smoking cessation,0.77,0.56,1.07,High,Cochrane
SR05372,Appear member training PM.,2022,NEJM,69,Pregnant women,behavioral therapy,none,hospitalization,0.8,0.57,0.85,Critically Low,Web of Science
SR05373,Set type common Republican.,2022,BMJ,93,Pregnant women,statins,standard care,symptom reduction,0.76,0.67,1.05,High,Scopus
